x;y;value
116;22;0.79936634
117;22;0.87477436
118;22;0.94808055
119;22;1.01909560
0;23;-1.25421683
1;23;-1.33295309
2;23;-1.41213418
3;23;-1.49214554
4;23;-1.57331058
5;23;-1.65589387
6;23;-1.74010571
7;23;-1.82610339
8;23;-1.91399569
9;23;-2.00384667
10;23;-2.09567617
11;23;-2.18946602
12;23;-2.28515968
13;23;-2.38266802
14;23;-2.48186969
15;23;-2.58261470
16;23;-2.68472835
17;23;-2.78801139
18;23;-2.89224325
19;23;-2.99718630
20;23;-3.10258494
21;23;-3.20817139
22;23;-3.31366403
23;23;-3.41877167
24;23;-3.52319771
25;23;-3.62663730
26;23;-3.72878260
27;23;-3.82932350
28;23;-3.92794993
29;23;-4.02435216
30;23;-4.11822459
31;23;-4.20926500
32;23;-4.29717828
33;23;-4.38167605
34;23;-4.46247707
35;23;-4.53931206
36;23;-4.61192185
37;23;-4.68005929
38;23;-4.74349029
39;23;-4.80199428
40;23;-4.85536790
41;23;-4.90342127
42;23;-4.94597987
43;23;-4.98289091
44;23;-5.01401432
45;23;-5.03923063
46;23;-5.05844022
47;23;-5.07155995
48;23;-5.07852877
49;23;-5.07930250
50;23;-5.07385867
51;23;-5.06219390
52;23;-5.04432542
53;23;-5.02028918
54;23;-4.99014212
55;23;-4.95395912
56;23;-4.91183682
57;23;-4.86388793
58;23;-4.81024542
59;23;-4.75105983
60;23;-4.68649931
61;23;-4.61674887
62;23;-4.54200888
63;23;-4.46249654
64;23;-4.37844219
65;23;-4.29009148
66;23;-4.19770060
67;23;-4.10153881
68;23;-4.00188473
69;23;-3.89902825
70;23;-3.79326484
71;23;-3.68489786
72;23;-3.57423703
73;23;-3.46159318
74;23;-3.34727903
75;23;-3.23161403
76;23;-3.11490847
77;23;-2.99747467
78;23;-2.87961862
79;23;-2.76164067
80;23;-2.64382825
81;23;-2.52646392
82;23;-2.40981641
83;23;-2.29413437
84;23;-2.17965675
85;23;-2.06659326
86;23;-1.95514559
87;23;-1.84547701
88;23;-1.73772834
89;23;-1.63200894
90;23;-1.52840606
91;23;-1.42695136
92;23;-1.32766402
93;23;-1.23050314
94;23;-1.13539296
95;23;-1.04219351
96;23;-0.95073955
97;23;-0.86080880
98;23;-0.77210092
99;23;-0.68427705
100;23;-0.59691627
101;23;-0.50964148
102;23;-0.42236533
103;23;-0.33510873
104;23;-0.24791490
105;23;-0.16084763
106;23;-0.07398966
107;23;0.01255915
108;23;0.09868321
109;23;0.18425451
110;23;0.26912901
111;23;0.35315549
112;23;0.43617214
113;23;0.51800913
114;23;0.59849032
115;23;0.67743415
116;23;0.75465549
117;23;0.82996628
118;23;0.90317744
119;23;0.97409896
0;24;-1.33167340
1;24;-1.40993957
2;24;-1.48864746
3;24;-1.56818040
4;24;-1.64885895
5;24;-1.73094658
6;24;-1.81465077
7;24;-1.90012844
8;24;-1.98748670
9;24;-2.07678847
10;24;-2.16805358
11;24;-2.26126258
12;24;-2.35635871
13;24;-2.45325323
14;24;-2.55182442
15;24;-2.65192265
16;24;-2.75337380
17;24;-2.85597880
18;24;-2.95951801
19;24;-3.06375436
20;24;-3.16843320
21;24;-3.27328730
22;24;-3.37803692
23;24;-3.48239180
24;24;-3.58605572
25;24;-3.68872608
26;24;-3.79009576
27;24;-3.88985620
28;24;-3.98769916
29;24;-4.08331567
30;24;-4.17640201
31;24;-4.26665783
32;24;-4.35378839
33;24;-4.43750644
34;24;-4.51753447
35;24;-4.59360247
36;24;-4.66545351
37;24;-4.73284231
38;24;-4.79553553
39;24;-4.85331410
40;24;-4.90597503
41;24;-4.95333070
42;24;-4.99520920
43;24;-5.03145549
44;24;-5.06193362
45;24;-5.08652375
46;24;-5.10512701
47;24;-5.11766288
48;24;-5.12406845
49;24;-5.12430177
50;24;-5.11834149
51;24;-5.10618424
52;24;-5.08784838
53;24;-5.06336948
54;24;-5.03280409
55;24;-4.99623010
56;24;-4.95374116
57;24;-4.90545260
58;24;-4.85149699
59;24;-4.79202341
60;24;-4.72720073
61;24;-4.65721436
62;24;-4.58226427
63;24;-4.50256692
64;24;-4.41835190
65;24;-4.32986525
66;24;-4.23736239
67;24;-4.14111109
68;24;-4.04138961
69;24;-3.93848856
70;24;-3.83270081
71;24;-3.72432971
72;24;-3.61368423
73;24;-3.50107371
74;24;-3.38681012
75;24;-3.27121141
76;24;-3.15458880
77;24;-3.03725088
78;24;-2.91950343
79;24;-2.80164588
80;24;-2.68396566
81;24;-2.56674290
82;24;-2.45024556
83;24;-2.33472213
84;24;-2.22040835
85;24;-2.10751377
86;24;-1.99624081
87;24;-1.88674937
88;24;-1.77917953
89;24;-1.67364195
90;24;-1.57022211
91;24;-1.46895008
92;24;-1.36984494
93;24;-1.27286597
94;24;-1.17793565
95;24;-1.08491456
96;24;-0.99363840
97;24;-0.90388226
98;24;-0.81534871
99;24;-0.72769740
100;24;-0.64050879
101;24;-0.55340562
102;24;-0.46629954
103;24;-0.37920988
104;24;-0.29217866
105;24;-0.20526875
106;24;-0.11856196
107;24;-0.03215756
108;24;0.05382950
109;24;0.13927140
110;24;0.22402442
111;24;0.30793735
112;24;0.39084838
113;24;0.47258742
114;24;0.55297807
115;24;0.63183834
116;24;0.70898272
117;24;0.78422263
118;24;0.85736812
119;24;0.92822850
0;25;-1.40990380
1;25;-1.48767206
2;25;-1.56587942
3;25;-1.64490584
4;25;-1.72507038
5;25;-1.80663408
6;25;-1.88980310
7;25;-1.97473212
8;25;-2.06152787
9;25;-2.15025251
10;25;-2.24092404
11;25;-2.33352371
12;25;-2.42799423
13;25;-2.52424628
14;25;-2.62215852
15;25;-2.72158209
16;25;-2.82234208
17;25;-2.92424132
18;25;-3.02706017
19;25;-3.13056249
20;25;-3.23449474
21;25;-3.33859047
22;25;-3.44257122
23;25;-3.54614750
24;25;-3.64902571
25;25;-3.75090286
26;25;-3.85147410
27;25;-3.95043271
28;25;-4.04747048
29;25;-4.14228143
30;25;-4.23456258
31;25;-4.32401508
32;25;-4.41034607
33;25;-4.49327016
34;25;-4.57250986
35;25;-4.64779813
36;25;-4.71887919
37;25;-4.78550886
38;25;-4.84745494
39;25;-4.90450060
40;25;-4.95644398
41;25;-5.00309819
42;25;-5.04429209
43;25;-5.07987325
44;25;-5.10970498
45;25;-5.13367119
46;25;-5.15167149
47;25;-5.16362651
48;25;-5.16947518
49;25;-5.16917595
50;25;-5.16270822
51;25;-5.15006860
52;25;-5.13127584
53;25;-5.10636625
54;25;-5.07539902
55;25;-5.03844791
56;25;-4.99561104
57;25;-4.94700003
58;25;-4.89274894
59;25;-4.83300796
60;25;-4.76794523
61;25;-4.69774463
62;25;-4.62260691
63;25;-4.54274778
64;25;-4.45839719
65;25;-4.36979931
66;25;-4.27720919
67;25;-4.18089460
68;25;-4.08113267
69;25;-3.97821327
70;25;-3.87242776
71;25;-3.76407989
72;25;-3.65347598
73;25;-3.54092613
74;25;-3.42673968
75;25;-3.31123460
76;25;-3.19471985
77;25;-3.07750383
78;25;-2.95989121
79;25;-2.84218028
80;25;-2.72465604
81;25;-2.60759881
82;25;-2.49127431
83;25;-2.37593007
84;25;-2.26180205
85;25;-2.14909847
86;25;-2.03801800
87;25;-1.92872299
88;25;-1.82135201
89;25;-1.71601274
90;25;-1.61279242
91;25;-1.51171775
92;25;-1.41280941
93;25;-1.31602519
94;25;-1.22128849
95;25;-1.12845849
96;25;-1.03737014
97;25;-0.94780136
98;25;-0.85945197
99;25;-0.77198313
100;25;-0.68497724
101;25;-0.59805575
102;25;-0.51112930
103;25;-0.42421535
104;25;-0.33735460
105;25;-0.25060821
106;25;-0.16405712
107;25;-0.07779958
108;25;0.00805018
109;25;0.09336489
110;25;0.17800127
111;25;0.26180831
112;25;0.34462406
113;25;0.42627879
114;25;0.50659556
115;25;0.58539222
116;25;0.66248280
117;25;0.73767806
118;25;0.81078759
119;25;0.88161997
0;26;-1.48867377
1;26;-1.56591706
2;26;-1.64359619
3;26;-1.72208930
4;26;-1.80171230
5;26;-1.88272435
6;26;-1.96533031
7;26;-2.04968315
8;26;-2.13588905
9;26;-2.22400774
10;26;-2.31405852
11;26;-2.40602059
12;26;-2.49983741
13;26;-2.59541891
14;26;-2.69264468
15;26;-2.79136566
16;26;-2.89140791
17;26;-2.99257425
18;26;-3.09464595
19;26;-3.19738821
20;26;-3.30054767
21;26;-3.40385993
22;26;-3.50704710
23;26;-3.60982194
24;26;-3.71189008
25;26;-3.81295230
26;26;-3.91270337
27;26;-4.01083882
28;26;-4.10705267
29;26;-4.20103896
30;26;-4.29249732
31;26;-4.38113040
32;26;-4.46664646
33;26;-4.54876237
34;26;-4.62720174
35;26;-4.70169905
36;26;-4.77199926
37;26;-4.83786157
38;26;-4.89905377
39;26;-4.95536053
40;26;-5.00658148
41;26;-5.05253124
42;26;-5.09304017
43;26;-5.12795509
44;26;-5.15714416
45;26;-5.18048831
46;26;-5.19789015
47;26;-5.20927067
48;26;-5.21457070
49;26;-5.21374791
50;26;-5.20678282
51;26;-5.19367283
52;26;-5.17443703
53;26;-5.14911361
54;26;-5.11775726
55;26;-5.08044812
56;26;-5.03727982
57;26;-4.98836658
58;26;-4.93384210
59;26;-4.87385506
60;26;-4.80857399
61;26;-4.73818240
62;26;-4.66288102
63;26;-4.58288595
64;26;-4.49842413
65;26;-4.40974086
66;26;-4.31709082
67;26;-4.22073952
68;26;-4.12096486
69;26;-4.01805445
70;26;-3.91229928
71;26;-3.80400196
72;26;-3.69346846
73;26;-3.58100587
74;26;-3.46692429
75;26;-3.35154017
76;26;-3.23516099
77;26;-3.11809346
78;26;-3.00064094
79;26;-2.88310135
80;26;-2.76575875
81;26;-2.64889083
82;26;-2.53276332
83;26;-2.41762188
84;26;-2.30370134
85;26;-2.19120879
86;26;-2.08034216
87;26;-1.97126268
88;26;-1.86410724
89;26;-1.75898424
90;26;-1.65597832
91;26;-1.55511722
92;26;-1.45642104
93;26;-1.35984532
94;26;-1.26531450
95;26;-1.17268768
96;26;-1.08179969
97;26;-0.99242733
98;26;-0.90427334
99;26;-0.81699804
100;26;-0.73018384
101;26;-0.64345396
102;26;-0.55671663
103;26;-0.46998722
104;26;-0.38330436
105;26;-0.29672770
106;26;-0.21033668
107;26;-0.12422831
108;26;-0.03851594
109;26;0.04667394
110;26;0.13119864
111;26;0.21490753
112;26;0.29763890
113;26;0.37922296
114;26;0.45948281
115;26;0.53823602
116;26;0.61529623
117;26;0.69047369
118;26;0.76357746
119;26;0.83441552
0;27;-1.56774306
1;27;-1.64443433
2;27;-1.72155881
3;27;-1.79949129
4;27;-1.87854560
5;27;-1.95897942
6;27;-2.04099496
7;27;-2.12474465
8;27;-2.21033262
9;27;-2.29781877
10;27;-2.38722090
11;27;-2.47851841
12;27;-2.57165438
13;27;-2.66653873
14;27;-2.76305106
15;27;-2.86104288
16;27;-2.96034080
17;27;-3.06074763
18;27;-3.16204710
19;27;-3.26400402
20;27;-3.36636653
21;27;-3.46887098
22;27;-3.57124097
23;27;-3.67319077
24;27;-3.77442789
25;27;-3.87465346
26;27;-3.97356451
27;27;-4.07085769
28;27;-4.16622890
29;27;-4.25937404
30;27;-4.34999388
31;27;-4.43779294
32;27;-4.52248059
33;27;-4.60377520
34;27;-4.68140339
35;27;-4.75510038
36;27;-4.82461263
37;27;-4.88969933
38;27;-4.95013241
39;27;-5.00569689
40;27;-5.05619280
41;27;-5.10143699
42;27;-5.14126057
43;27;-5.17551373
44;27;-5.20406166
45;27;-5.22678936
46;27;-5.24359949
47;27;-5.25441450
48;27;-5.25917411
49;27;-5.25783899
50;27;-5.25038930
51;27;-5.23682278
52;27;-5.21715892
53;27;-5.19143553
54;27;-5.15971066
55;27;-5.12206072
56;27;-5.07858158
57;27;-5.02938708
58;27;-4.97461019
59;27;-4.91440032
60;27;-4.84892488
61;27;-4.77836776
62;27;-4.70292818
63;27;-4.62282263
64;27;-4.53827767
65;27;-4.44953673
66;27;-4.35685335
67;27;-4.26049419
68;27;-4.16073451
69;27;-4.05786155
70;27;-3.95216593
71;27;-3.84394800
72;27;-3.73351225
73;27;-3.62116651
74;27;-3.50721862
75;27;-3.39198244
76;27;-3.27576579
77;27;-3.15887391
78;27;-3.04160939
79;27;-2.92426716
80;27;-2.80713073
81;27;-2.69047703
82;27;-2.57456954
83;27;-2.45965355
84;27;-2.34596296
85;27;-2.23370260
86;27;-2.12307004
87;27;-2.01422557
88;27;-1.90730437
89;27;-1.80241507
90;27;-1.69964023
91;27;-1.59900832
92;27;-1.50053703
93;27;-1.40418452
94;27;-1.30987204
95;27;-1.21745981
96;27;-1.12678332
97;27;-1.03761975
98;27;-0.94967024
99;27;-0.86259820
100;27;-0.77598661
101;27;-0.68945789
102;27;-0.60291905
103;27;-0.51638270
104;27;-0.42988515
105;27;-0.34348415
106;27;-0.25725737
107;27;-0.17130044
108;27;-0.08572544
109;27;-0.00065781
110;27;0.08376034
111;27;0.16737898
112;27;0.25003690
113;27;0.33156434
114;27;0.41178452
115;27;0.49051461
116;27;0.56756816
117;27;0.64275490
118;27;0.71588320
119;27;0.78676043
0;28;-1.64686751
1;28;-1.72298063
2;28;-1.79952369
3;28;-1.87686894
4;28;-1.95532872
5;28;-2.03515695
6;28;-2.11655587
7;28;-2.19967564
8;28;-2.28461908
9;28;-2.37144591
10;28;-2.46017318
11;28;-2.55077973
12;28;-2.64320788
13;28;-2.73736887
14;28;-2.83314192
15;28;-2.93037893
16;28;-3.02890667
17;28;-3.12853004
18;28;-3.22903218
19;28;-3.33017941
20;28;-3.43172175
21;28;-3.53339554
22;28;-3.63492664
23;28;-3.73603081
24;28;-3.83641592
25;28;-3.93578499
26;28;-4.03383767
27;28;-4.13027098
28;28;-4.22478308
29;28;-4.31707135
30;28;-4.40683806
31;28;-4.49378998
32;28;-4.57763761
33;28;-4.65810082
34;28;-4.73490846
35;28;-4.80779652
36;28;-4.87651331
37;28;-4.94082141
38;28;-5.00049125
39;28;-5.05531083
40;28;-5.10508132
41;28;-5.14962107
42;28;-5.18876229
43;28;-5.22235558
44;28;-5.25026871
45;28;-5.27238672
46;28;-5.28861336
47;28;-5.29887186
48;28;-5.30310341
49;28;-5.30126870
50;28;-5.29334713
51;28;-5.27934019
52;28;-5.25926474
53;28;-5.23316085
54;28;-5.20108545
55;28;-5.16311493
56;28;-5.11934629
57;28;-5.06989302
58;28;-5.01488767
59;28;-4.95447931
60;28;-4.88883497
61;28;-4.81813816
62;28;-4.74258773
63;28;-4.66239866
64;28;-4.57779752
65;28;-4.48902737
66;28;-4.39634063
67;28;-4.30000244
68;28;-4.20028770
69;28;-4.09748215
70;28;-3.99187453
71;28;-3.88376559
72;28;-3.77345792
73;28;-3.66125786
74;28;-3.54747139
75;28;-3.43241309
76;28;-3.31638744
77;28;-3.19969892
78;28;-3.08264862
79;28;-2.96553053
80;28;-2.84862610
81;28;-2.73221097
82;28;-2.61654841
83;28;-2.50188128
84;28;-2.38844198
85;28;-2.27643554
86;28;-2.16605708
87;28;-2.05746671
88;28;-1.95079831
89;28;-1.84615917
90;28;-1.74363244
91;28;-1.64324490
92;28;-1.54501395
93;28;-1.44889663
94;28;-1.35481597
95;28;-1.26263097
96;28;-1.17217704
97;28;-1.08323218
98;28;-0.99549848
99;28;-0.90863934
100;28;-0.82223908
101;28;-0.73592138
102;28;-0.64959007
103;28;-0.56325511
104;28;-0.47695020
105;28;-0.39073063
106;28;-0.30467212
107;28;-0.21886860
108;28;-0.13343073
109;28;-0.04848276
110;28;0.03583420
111;28;0.11937091
112;28;0.20196635
113;28;0.28345136
114;28;0.36364902
115;28;0.44237664
116;28;0.51944738
117;28;0.59467058
118;28;0.66785408
119;28;0.73880434
0;29;-1.72579804
1;29;-1.80130709
2;29;-1.87724288
3;29;-1.95397563
4;29;-2.03181410
5;29;-2.11101167
6;29;-2.19176774
7;29;-2.27423157
8;29;-2.35850482
9;29;-2.44464668
10;29;-2.53267269
11;29;-2.62256261
12;29;-2.71425823
13;29;-2.80767020
14;29;-2.90267889
15;29;-2.99913636
16;29;-3.09686996
17;29;-3.19568570
18;29;-3.29536749
19;29;-3.39568294
20;29;-3.49638226
21;29;-3.59720442
22;29;-3.69787603
23;29;-3.79811359
24;29;-3.89762797
25;29;-3.99612294
26;29;-4.09329965
27;29;-4.18885774
28;29;-4.28249536
29;29;-4.37391290
30;29;-4.46281413
31;29;-4.54890655
32;29;-4.63190442
33;29;-4.71152761
34;29;-4.78750723
35;29;-4.85958073
36;29;-4.92749870
37;29;-4.99102333
38;29;-5.04992805
39;29;-5.10400274
40;29;-5.15304930
41;29;-5.19688722
42;29;-5.23535022
43;29;-5.26828999
44;29;-5.29557507
45;29;-5.31709237
46;29;-5.33274564
47;29;-5.34245960
48;29;-5.34617546
49;29;-5.34385502
50;29;-5.33547917
51;29;-5.32104717
52;29;-5.30057886
53;29;-5.27411394
54;29;-5.24170823
55;29;-5.20343960
56;29;-5.15940544
57;29;-5.10971622
58;29;-5.05450752
59;29;-4.99392651
60;29;-4.92814023
61;29;-4.85733069
62;29;-4.78169750
63;29;-4.70145338
64;29;-4.61682565
65;29;-4.52805550
66;29;-4.43539497
67;29;-4.33910809
68;29;-4.23946787
69;29;-4.13676007
70;29;-4.03127155
71;29;-3.92330155
72;29;-3.81315229
73;29;-3.70112750
74;29;-3.58753315
75;29;-3.47268121
76;29;-3.35687465
77;29;-3.24041757
78;29;-3.12360939
79;29;-3.00674147
80;29;-2.89009527
81;29;-2.77394397
82;29;-2.65855012
83;29;-2.54415564
84;29;-2.43099085
85;29;-2.31925855
86;29;-2.20915573
87;29;-2.10083837
88;29;-1.99444130
89;29;-1.89006994
90;29;-1.78780648
91;29;-1.68767847
92;29;-1.58970238
93;29;-1.49383438
94;29;-1.39999753
95;29;-1.30805100
96;29;-1.21783113
97;29;-1.12911491
98;29;-1.04160713
99;29;-0.95497045
100;29;-0.86879142
101;29;-0.78269399
102;29;-0.69657933
103;29;-0.61045409
104;29;-0.52434869
105;29;-0.43831614
106;29;-0.35242979
107;29;-0.26678153
108;29;-0.18148036
109;29;-0.09664921
110;29;-0.01242789
111;29;0.07103505
112;29;0.15357931
113;29;0.23503616
114;29;0.31522882
115;29;0.39397456
116;29;0.47108635
117;29;0.54637336
118;29;0.61964262
119;29;0.69070008
0;30;-1.80428442
1;30;-1.87916410
2;30;-1.95446792
3;30;-2.03056269
4;30;-2.10775533
5;30;-2.18629657
6;30;-2.26638471
7;30;-2.34816712
8;30;-2.43174567
9;30;-2.51717709
10;30;-2.60447730
11;30;-2.69362570
12;30;-2.78456406
13;30;-2.87720305
14;30;-2.97142340
15;30;-3.06707774
16;30;-3.16399417
17;30;-3.26197981
18;30;-3.36081896
19;30;-3.46028091
20;30;-3.56011699
21;30;-3.66006730
22;30;-3.75986031
23;30;-3.85921328
24;30;-3.95783934
25;30;-4.05544373
26;30;-4.15172874
27;30;-4.24639663
28;30;-4.33914741
29;30;-4.42968186
30;30;-4.51770674
31;30;-4.60293106
32;30;-4.68506982
33;30;-4.76384662
34;30;-4.83899220
35;30;-4.91024666
36;30;-4.97736244
37;30;-5.04010285
38;30;-5.09824357
39;30;-5.15157375
40;30;-5.19989976
41;30;-5.24304072
42;30;-5.28083073
43;30;-5.31312522
44;30;-5.33979087
45;30;-5.36071795
46;30;-5.37581020
47;30;-5.38499237
48;30;-5.38820826
49;30;-5.38541781
50;30;-5.37660416
51;30;-5.36176694
52;30;-5.34092600
53;30;-5.31411953
54;30;-5.28140709
55;30;-5.24286470
56;30;-5.19858749
57;30;-5.14868929
58;30;-5.09330307
59;30;-5.03257564
60;30;-4.96667513
61;30;-4.89578170
62;30;-4.82009458
63;30;-4.73982574
64;30;-4.65520176
65;30;-4.56646269
66;30;-4.47385871
67;30;-4.37765385
68;30;-4.27811962
69;30;-4.17554065
70;30;-4.07020193
71;30;-3.96240270
72;30;-3.85244220
73;30;-3.74062339
74;30;-3.62725075
75;30;-3.51263437
76;30;-3.39707685
77;30;-3.28087968
78;30;-3.16434058
79;30;-3.04775055
80;30;-2.93138823
81;30;-2.81552736
82;30;-2.70042656
83;30;-2.58632794
84;30;-2.47345919
85;30;-2.36202388
86;30;-2.25221617
87;30;-2.14419149
88;30;-2.03808316
89;30;-1.93399661
90;30;-1.83201329
91;30;-1.73216017
92;30;-1.63445222
93;30;-1.53884713
94;30;-1.44526644
95;30;-1.35357017
96;30;-1.26359505
97;30;-1.17511823
98;30;-1.08784489
99;30;-1.00144078
100;30;-0.91549198
101;30;-0.82962398
102;30;-0.74373472
103;30;-0.65782693
104;30;-0.57192794
105;30;-0.48608789
106;30;-0.40037732
107;30;-0.31488600
108;30;-0.22972100
109;30;-0.14500364
110;30;-0.06087240
111;30;0.02252520
112;30;0.10502962
113;30;0.18647259
114;30;0.26667777
115;30;0.34546242
116;30;0.42263937
117;30;0.49801743
118;30;0.57140297
119;30;0.64260149
0;31;-1.88207646
1;31;-1.95630263
2;31;-2.03094974
3;31;-2.10638201
4;31;-2.18290410
5;31;-2.26076467
6;31;-2.34016035
7;31;-2.42123756
8;31;-2.50409649
9;31;-2.58879332
10;31;-2.67534451
11;31;-2.76372723
12;31;-2.85388474
13;31;-2.94572754
14;31;-3.03913708
15;31;-3.13396601
16;31;-3.23004410
17;31;-3.32717811
18;31;-3.42515402
19;31;-3.52374225
20;31;-3.62269562
21;31;-3.72175572
22;31;-3.82065179
23;31;-3.91910370
24;31;-4.01682532
25;31;-4.11352453
26;31;-4.20890510
27;31;-4.30266930
28;31;-4.39452127
29;31;-4.48416290
30;31;-4.57130170
31;31;-4.65565004
32;31;-4.73692406
33;31;-4.81484849
34;31;-4.88915667
35;31;-4.95959021
36;31;-5.02590267
37;31;-5.08785887
38;31;-5.14523709
39;31;-5.19782799
40;31;-5.24543794
41;31;-5.28788756
42;31;-5.32501394
43;31;-5.35667102
44;31;-5.38272922
45;31;-5.40307769
46;31;-5.41762242
47;31;-5.42628851
48;31;-5.42901941
49;31;-5.42577806
50;31;-5.41654533
51;31;-5.40132312
52;31;-5.38013052
53;31;-5.35300760
54;31;-5.32001090
55;31;-5.28121759
56;31;-5.23672466
57;31;-5.18664446
58;31;-5.13110806
59;31;-5.07026340
60;31;-5.00427751
61;31;-4.93332978
62;31;-4.85761906
63;31;-4.77735659
64;31;-4.69276668
65;31;-4.60408941
66;31;-4.51157494
67;31;-4.41548355
68;31;-4.31608752
69;31;-4.21366883
70;31;-4.10851250
71;31;-4.00091438
72;31;-3.89117409
73;31;-3.77959234
74;31;-3.66647212
75;31;-3.55212127
76;31;-3.43684201
77;31;-3.32093358
78;31;-3.20469184
79;31;-3.08840685
80;31;-2.97235555
81;31;-2.85680852
82;31;-2.74202624
83;31;-2.62824595
84;31;-2.51569741
85;31;-2.40457967
86;31;-2.29508711
87;31;-2.18737440
88;31;-2.08157373
89;31;-1.97778978
90;31;-1.87610213
91;31;-1.77653888
92;31;-1.67911350
93;31;-1.58378329
94;31;-1.49047131
95;31;-1.39903626
96;31;-1.30931533
97;31;-1.22108859
98;31;-1.13406018
99;31;-1.04789679
100;31;-0.96218758
101;31;-0.87655786
102;31;-0.79090229
103;31;-0.70521967
104;31;-0.61953378
105;31;-0.53389132
106;31;-0.44836000
107;31;-0.36302705
108;31;-0.27799750
109;31;-0.19339083
110;31;-0.10934389
111;31;-0.02600312
112;31;0.05647282
113;31;0.13791652
114;31;0.21815158
115;31;0.29699587
116;31;0.37426194
117;31;0.44975832
118;31;0.52329081
119;31;0.59466440
0;32;-1.95892249
1;32;-2.03247155
2;32;-2.10643837
3;32;-2.18118455
4;32;-2.25701230
5;32;-2.33416898
6;32;-2.41284898
7;32;-2.49319740
8;32;-2.57531331
9;32;-2.65925307
10;32;-2.74503147
11;32;-2.83262679
12;32;-2.92198098
13;32;-3.01300604
14;32;-3.10558287
15;32;-3.19956559
16;32;-3.29478400
17;32;-3.39104654
18;32;-3.48813974
19;32;-3.58583589
20;32;-3.68388894
21;32;-3.78204162
22;32;-3.88002501
23;32;-3.97756088
24;32;-4.07436383
25;32;-4.17014437
26;32;-4.26460778
27;32;-4.35745893
28;32;-4.44840160
29;32;-4.53714141
30;32;-4.62338776
31;32;-4.70685377
32;32;-4.78725855
33;32;-4.86432761
34;32;-4.93779652
35;32;-5.00740839
36;32;-5.07291866
37;32;-5.13409363
38;32;-5.19071348
39;32;-5.24256959
40;32;-5.28947023
41;32;-5.33123713
42;32;-5.36770924
43;32;-5.39874052
44;32;-5.42420400
45;32;-5.44398809
46;32;-5.45800064
47;32;-5.46616677
48;32;-5.46843178
49;32;-5.46475787
50;32;-5.45512780
51;32;-5.43954194
52;32;-5.41802127
53;32;-5.39060436
54;32;-5.35734926
55;32;-5.31833274
56;32;-5.27365105
57;32;-5.22341543
58;32;-5.16775769
59;32;-5.10682577
60;32;-5.04078446
61;32;-4.96981350
62;32;-4.89411065
63;32;-4.81388525
64;32;-4.72936201
65;32;-4.64077949
66;32;-4.54838599
67;32;-4.45244103
68;32;-4.35321539
69;32;-4.25099033
70;32;-4.14604822
71;32;-4.03868379
72;32;-3.92919517
73;32;-3.81788194
74;32;-3.70504410
75;32;-3.59099023
76;32;-3.47601882
77;32;-3.36042797
78;32;-3.24451168
79;32;-3.12855869
80;32;-3.01284463
81;32;-2.89763859
82;32;-2.78319823
83;32;-2.66976099
84;32;-2.55755325
85;32;-2.44677538
86;32;-2.33761819
87;32;-2.23023635
88;32;-2.12476076
89;32;-2.02129626
90;32;-1.91992114
91;32;-1.82066161
92;32;-1.72353228
93;32;-1.62849026
94;32;-1.53545794
95;32;-1.44429600
96;32;-1.35484078
97;32;-1.26687217
98;32;-1.18009805
99;32;-1.09418454
100;32;-1.00872345
101;32;-0.92334043
102;32;-0.83792699
103;32;-0.75247708
104;32;-0.66701055
105;32;-0.58157037
106;32;-0.49622163
107;32;-0.41104843
108;32;-0.32615335
109;32;-0.24165398
110;32;-0.15768555
111;32;-0.07439310
112;32;0.00806589
113;32;0.08952454
114;32;0.16980723
115;32;0.24873182
116;32;0.32611080
117;32;0.40175251
118;32;0.47546247
119;32;0.54704485
0;33;-2.03457385
1;33;-2.10742277
2;33;-2.18068664
3;33;-2.25472387
4;33;-2.32983500
5;33;-2.40626477
6;33;-2.48420642
7;33;-2.56380358
8;33;-2.64515475
9;33;-2.72831497
10;33;-2.81329923
11;33;-2.90008506
12;33;-2.98861533
13;33;-3.07880149
14;33;-3.17052557
15;33;-3.26364187
16;33;-3.35798207
17;33;-3.45335477
18;33;-3.54954803
19;33;-3.64633413
20;33;-3.74347076
21;33;-3.84070065
22;33;-3.93775715
23;33;-4.03436273
24;33;-4.13023541
25;33;-4.22508568
26;33;-4.31862143
27;33;-4.41054942
28;33;-4.50057604
29;33;-4.58840805
30;33;-4.67375596
31;33;-4.75633588
32;33;-4.83586807
33;33;-4.91208062
34;33;-4.98470989
35;33;-5.05350197
36;33;-5.11821266
37;33;-5.17861166
38;33;-5.23447837
39;33;-5.28560644
40;33;-5.33180638
41;33;-5.37290178
42;33;-5.40873050
43;33;-5.43915020
44;33;-5.46403170
45;33;-5.48326751
46;33;-5.49676511
47;33;-5.50445037
48;33;-5.50626898
49;33;-5.50218386
50;33;-5.49217778
51;33;-5.47625262
52;33;-5.45442784
53;33;-5.42674316
54;33;-5.39325624
55;33;-5.35404311
56;33;-5.30920038
57;33;-5.25883968
58;33;-5.20309093
59;33;-5.14210209
60;33;-5.07603643
61;33;-5.00507446
62;33;-4.92941093
63;33;-4.84925632
64;33;-4.76483270
65;33;-4.67637751
66;33;-4.58413755
67;33;-4.48837273
68;33;-4.38935083
69;33;-4.28735159
70;33;-4.18265665
71;33;-4.07555888
72;33;-3.96635413
73;33;-3.85534088
74;33;-3.74281800
75;33;-3.62909032
76;33;-3.51445597
